timestamps,departure_terminal,arrival_terminal,scheduled_departure,actual_departure,Actual_Arrival,TransitTime,seconds_late
2013-01-01 00:55:00,Bainbridge,Colman,55:00.0,05:56.0,37:37.0,32.0,656.0
2013-01-01 04:45:00,Bainbridge,,45:00.0,,,,
2013-01-01 05:20:00,Bainbridge,Colman,20:00.0,19:01.0,49:40.0,30.0,-59.0
2013-01-01 06:20:00,Bainbridge,,20:00.0,,,,
2013-01-01 07:05:00,Bainbridge,,05:00.0,06:16.0,,,76.0
2013-01-01 07:55:00,Bainbridge,Colman,55:00.0,55:49.0,26:57.0,31.0,49.0
2013-01-01 08:45:00,Bainbridge,Colman,45:00.0,35:19.0,07:48.0,32.0,3019.0
2013-01-01 09:40:00,Bainbridge,Colman,40:00.0,40:00.0,17:09.0,-23.0,0.0
2013-01-01 10:25:00,Bainbridge,,25:00.0,,,,
2013-01-01 11:30:00,Bainbridge,Colman,30:00.0,30:00.0,57:19.0,-33.0,0.0
2013-01-01 12:20:00,Bainbridge,Colman,20:00.0,30:32.0,00:13.0,30.0,632.0
2013-01-01 13:10:00,Bainbridge,Colman,10:00.0,10:00.0,49:58.0,-21.0,0.0
2013-01-01 14:05:00,Bainbridge,Colman,05:00.0,05:00.0,44:49.0,-21.0,0.0
2013-01-01 14:55:00,Bainbridge,Colman,55:00.0,06:21.0,37:52.0,31.0,681.0
2013-01-01 15:50:00,Bainbridge,Colman,50:00.0,57:42.0,27:03.0,30.0,462.0
2013-01-01 16:35:00,Bainbridge,Colman,35:00.0,52:51.0,23:20.0,31.0,1071.0
2013-01-01 17:30:00,Bainbridge,Colman,30:00.0,30:00.0,04:23.0,-26.0,0.0
2013-01-01 18:30:00,Bainbridge,Colman,30:00.0,30:00.0,01:00.0,-29.0,0.0
2013-01-01 19:10:00,Bainbridge,Colman,10:00.0,10:00.0,59:39.0,-11.0,0.0
2013-01-01 20:10:00,Bainbridge,Colman,10:00.0,11:11.0,42:29.0,31.0,71.0
2013-01-01 20:55:00,Bainbridge,Colman,55:00.0,55:00.0,39:40.0,-16.0,0.0
2013-01-01 21:45:00,Bainbridge,Colman,45:00.0,55:27.0,27:28.0,32.0,627.0
2013-01-01 22:35:00,Bainbridge,Colman,35:00.0,35:00.0,02:46.0,-33.0,0.0
2013-01-02 00:55:00,Bainbridge,Colman,55:00.0,55:00.0,31:36.0,-24.0,0.0
2013-01-02 04:45:00,Bainbridge,Colman,45:00.0,45:00.0,17:26.0,32.0,0.0
2013-01-02 05:20:00,Bainbridge,Colman,20:00.0,20:36.0,51:54.0,31.0,36.0
2013-01-02 06:20:00,Bainbridge,Colman,20:00.0,22:37.0,52:28.0,30.0,157.0
2013-01-02 07:05:00,Bainbridge,Colman,05:00.0,05:50.0,36:03.0,31.0,50.0
2013-01-02 07:55:00,Bainbridge,Colman,55:00.0,01:48.0,32:05.0,31.0,408.0
2013-01-02 08:45:00,Bainbridge,Colman,45:00.0,46:05.0,16:47.0,30.0,65.0
2013-01-02 09:40:00,Bainbridge,Colman,40:00.0,41:27.0,10:44.0,29.0,87.0
2013-01-02 10:25:00,Bainbridge,Colman,25:00.0,26:03.0,56:16.0,30.0,63.0
2013-01-02 11:30:00,Bainbridge,Colman,30:00.0,33:27.0,06:11.0,33.0,207.0
2013-01-02 12:20:00,Bainbridge,Colman,20:00.0,20:02.0,51:22.0,31.0,2.0
2013-01-02 13:10:00,Bainbridge,Colman,10:00.0,12:06.0,45:54.0,33.0,126.0
2013-01-02 14:05:00,Bainbridge,Colman,05:00.0,05:11.0,35:37.0,30.0,11.0
2013-01-02 14:55:00,Bainbridge,Colman,55:00.0,55:56.0,27:48.0,32.0,56.0
2013-01-02 15:50:00,Bainbridge,Colman,50:00.0,50:00.0,21:19.0,31.0,0.0
2013-01-02 16:35:00,Bainbridge,Colman,35:00.0,37:55.0,09:36.0,32.0,175.0
2013-01-02 17:30:00,Bainbridge,Colman,30:00.0,43:14.0,13:37.0,30.0,794.0
2013-01-02 18:30:00,Bainbridge,Colman,30:00.0,30:00.0,02:17.0,32.0,0.0
2013-01-02 19:10:00,Bainbridge,Colman,10:00.0,16:23.0,47:59.0,31.0,383.0
2013-01-02 20:10:00,Bainbridge,Colman,10:00.0,11:12.0,43:12.0,32.0,72.0
2013-01-02 20:55:00,Bainbridge,Colman,55:00.0,55:00.0,26:05.0,31.0,0.0
2013-01-02 21:45:00,Bainbridge,Colman,45:00.0,45:00.0,17:23.0,32.0,0.0
2013-01-02 22:35:00,Bainbridge,Colman,35:00.0,36:14.0,08:03.0,32.0,74.0
2013-01-03 00:55:00,Bainbridge,Colman,55:00.0,55:11.0,27:05.0,32.0,11.0
2013-01-03 04:45:00,Bainbridge,Colman,45:00.0,45:00.0,16:25.0,31.0,0.0
2013-01-03 05:20:00,Bainbridge,Colman,20:00.0,21:30.0,52:29.0,31.0,90.0
2013-01-03 06:20:00,Bainbridge,Colman,20:00.0,22:10.0,52:28.0,30.0,130.0
2013-01-03 07:05:00,Bainbridge,Colman,05:00.0,06:14.0,37:18.0,31.0,74.0
2013-01-03 07:55:00,Bainbridge,Colman,55:00.0,57:53.0,28:08.0,31.0,173.0
2013-01-03 08:45:00,Bainbridge,Colman,45:00.0,45:57.0,17:00.0,32.0,57.0
2013-01-03 09:40:00,Bainbridge,Colman,40:00.0,40:56.0,12:01.0,32.0,56.0
2013-01-03 10:25:00,Bainbridge,Colman,25:00.0,25:00.0,56:05.0,31.0,0.0
2013-01-03 11:30:00,Bainbridge,Colman,30:00.0,30:00.0,59:06.0,29.0,0.0
2013-01-03 12:20:00,Bainbridge,Colman,20:00.0,20:00.0,51:11.0,31.0,0.0
2013-01-03 13:10:00,Bainbridge,Colman,10:00.0,10:39.0,39:33.0,29.0,39.0
2013-01-03 14:05:00,Bainbridge,Colman,05:00.0,05:57.0,39:35.0,34.0,57.0
2013-01-03 14:55:00,Bainbridge,Colman,55:00.0,55:00.0,23:52.0,28.0,0.0
2013-01-03 15:50:00,Bainbridge,Colman,50:00.0,50:13.0,21:24.0,31.0,13.0
2013-01-03 16:35:00,Bainbridge,Colman,35:00.0,36:10.0,07:17.0,31.0,70.0
2013-01-03 17:30:00,Bainbridge,Colman,30:00.0,35:29.0,07:52.0,32.0,329.0
2013-01-03 18:30:00,Bainbridge,Colman,30:00.0,30:46.0,00:50.0,30.0,46.0
2013-01-03 19:10:00,Bainbridge,Colman,10:00.0,12:31.0,46:33.0,34.0,151.0
2013-01-03 20:10:00,Bainbridge,Colman,10:00.0,10:34.0,40:54.0,30.0,34.0
2013-01-03 20:55:00,Bainbridge,Colman,55:00.0,55:10.0,27:30.0,32.0,10.0
2013-01-03 21:45:00,Bainbridge,Colman,45:00.0,46:09.0,20:16.0,34.0,69.0
2013-01-03 22:35:00,Bainbridge,Colman,35:00.0,35:35.0,06:58.0,31.0,35.0
2013-01-04 00:55:00,Bainbridge,Colman,55:00.0,56:00.0,27:48.0,31.0,60.0
2013-01-04 04:45:00,Bainbridge,Colman,45:00.0,45:28.0,15:49.0,30.0,28.0
2013-01-04 05:20:00,Bainbridge,Colman,20:00.0,20:00.0,50:47.0,30.0,0.0
2013-01-04 06:20:00,Bainbridge,Colman,20:00.0,19:44.0,51:06.0,32.0,-16.0
2013-01-04 07:05:00,Bainbridge,Colman,05:00.0,05:00.0,36:15.0,31.0,0.0
2013-01-04 07:55:00,Bainbridge,Colman,55:00.0,56:06.0,27:02.0,31.0,66.0
2013-01-04 08:45:00,Bainbridge,Colman,45:00.0,45:14.0,14:55.0,29.0,14.0
2013-01-04 09:40:00,Bainbridge,Colman,40:00.0,47:21.0,15:59.0,28.0,441.0
2013-01-04 10:25:00,Bainbridge,Colman,25:00.0,25:00.0,55:22.0,30.0,0.0
2013-01-04 11:30:00,Bainbridge,Colman,30:00.0,31:40.0,01:05.0,30.0,100.0
2013-01-04 12:20:00,Bainbridge,Colman,20:00.0,20:11.0,51:34.0,31.0,11.0
2013-01-04 13:10:00,Bainbridge,Colman,10:00.0,11:02.0,40:06.0,29.0,62.0
2013-01-04 14:05:00,Bainbridge,Colman,05:00.0,05:17.0,41:09.0,36.0,17.0
2013-01-04 14:55:00,Bainbridge,Colman,55:00.0,55:19.0,24:20.0,29.0,19.0
2013-01-04 15:50:00,Bainbridge,Colman,50:00.0,50:35.0,26:32.0,36.0,35.0
2013-01-04 16:35:00,Bainbridge,Colman,35:00.0,36:43.0,06:03.0,30.0,103.0
2013-01-04 17:30:00,Bainbridge,Colman,30:00.0,37:56.0,10:55.0,33.0,476.0
2013-01-04 18:30:00,Bainbridge,Colman,30:00.0,30:00.0,02:43.0,32.0,0.0
2013-01-04 19:10:00,Bainbridge,Colman,10:00.0,19:58.0,52:04.0,33.0,598.0
2013-01-04 20:10:00,Bainbridge,Colman,10:00.0,11:51.0,43:29.0,32.0,111.0
2013-01-04 20:55:00,Bainbridge,Colman,55:00.0,55:30.0,27:33.0,32.0,30.0
2013-01-04 21:45:00,Bainbridge,Colman,45:00.0,45:09.0,17:48.0,32.0,9.0
2013-01-04 22:35:00,Bainbridge,Colman,35:00.0,35:50.0,08:18.0,33.0,50.0
2013-01-05 00:55:00,Bainbridge,Colman,55:00.0,55:12.0,27:37.0,32.0,12.0
2013-01-05 05:20:00,Bainbridge,Colman,20:00.0,20:38.0,51:11.0,31.0,38.0
2013-01-05 07:05:00,Bainbridge,Colman,05:00.0,05:21.0,38:18.0,33.0,21.0
2013-01-05 07:55:00,Bainbridge,Colman,55:00.0,55:04.0,26:35.0,31.0,4.0
2013-01-05 08:45:00,Bainbridge,Colman,45:00.0,45:49.0,17:30.0,32.0,49.0
2013-01-05 09:35:00,Bainbridge,Colman,35:00.0,36:02.0,08:06.0,32.0,62.0
2013-01-05 10:25:00,Bainbridge,Colman,25:00.0,25:46.0,56:42.0,31.0,46.0
2013-01-05 11:30:00,Bainbridge,Colman,30:00.0,30:43.0,01:59.0,31.0,43.0
2013-01-05 12:20:00,Bainbridge,Colman,20:00.0,20:18.0,53:29.0,33.0,18.0
2013-01-05 13:10:00,Bainbridge,Colman,10:00.0,10:00.0,41:28.0,31.0,0.0
2013-01-05 14:05:00,Bainbridge,Colman,05:00.0,05:25.0,37:33.0,32.0,25.0
2013-01-05 14:55:00,Bainbridge,Colman,55:00.0,55:34.0,24:43.0,29.0,34.0
2013-01-05 15:50:00,Bainbridge,Colman,50:00.0,50:46.0,27:17.0,37.0,46.0
2013-01-05 16:35:00,Bainbridge,Colman,35:00.0,36:39.0,06:07.0,30.0,99.0
2013-01-05 17:30:00,Bainbridge,Colman,30:00.0,32:34.0,04:04.0,32.0,154.0
2013-01-05 18:30:00,Bainbridge,Colman,30:00.0,30:40.0,00:37.0,30.0,40.0
2013-01-05 19:10:00,Bainbridge,Colman,10:00.0,10:14.0,42:25.0,32.0,14.0
2013-01-05 20:10:00,Bainbridge,Colman,10:00.0,10:00.0,38:59.0,28.0,0.0
2013-01-05 20:55:00,Bainbridge,Colman,55:00.0,55:39.0,26:21.0,31.0,39.0
2013-01-05 21:45:00,Bainbridge,Colman,45:00.0,44:37.0,13:55.0,29.0,-23.0
2013-01-05 22:30:00,Bainbridge,Colman,30:00.0,30:00.0,00:45.0,30.0,0.0
2013-01-06 00:00:00,Bainbridge,Colman,00:00.0,59:44.0,26:35.0,27.0,3584.0
2013-01-06 01:25:00,Bainbridge,Colman,25:00.0,25:42.0,56:10.0,31.0,42.0
2013-01-06 05:20:00,Bainbridge,Colman,20:00.0,20:00.0,51:00.0,31.0,0.0
2013-01-06 07:05:00,Bainbridge,Colman,05:00.0,07:37.0,37:22.0,30.0,157.0
2013-01-06 08:45:00,Bainbridge,Colman,45:00.0,45:00.0,15:37.0,30.0,0.0
2013-01-06 09:35:00,Bainbridge,Colman,35:00.0,35:00.0,05:51.0,30.0,0.0
2013-01-06 10:25:00,Bainbridge,Colman,25:00.0,25:00.0,55:40.0,30.0,0.0
2013-01-06 11:30:00,Bainbridge,Colman,30:00.0,30:00.0,01:48.0,31.0,0.0
2013-01-06 12:20:00,Bainbridge,Colman,20:00.0,20:00.0,51:19.0,31.0,0.0
2013-01-06 13:10:00,Bainbridge,Colman,10:00.0,10:28.0,42:16.0,32.0,28.0
2013-01-06 14:05:00,Bainbridge,Colman,05:00.0,05:24.0,37:25.0,32.0,24.0
2013-01-06 14:55:00,Bainbridge,Colman,55:00.0,55:00.0,24:03.0,29.0,0.0
2013-01-06 15:50:00,Bainbridge,Colman,50:00.0,50:00.0,18:27.0,28.0,0.0
2013-01-06 16:35:00,Bainbridge,Colman,35:00.0,35:00.0,03:48.0,28.0,0.0
2013-01-06 17:30:00,Bainbridge,Colman,30:00.0,31:28.0,05:09.0,34.0,88.0
2013-01-06 18:30:00,Bainbridge,Colman,30:00.0,30:00.0,59:17.0,29.0,0.0
2013-01-06 19:10:00,Bainbridge,Colman,10:00.0,10:45.0,43:01.0,33.0,45.0
2013-01-06 20:10:00,Bainbridge,Colman,10:00.0,10:00.0,39:27.0,29.0,0.0
2013-01-06 20:55:00,Bainbridge,Colman,55:00.0,55:19.0,27:35.0,32.0,19.0
2013-01-06 21:45:00,Bainbridge,Colman,45:00.0,45:00.0,13:22.0,28.0,0.0
2013-01-06 22:30:00,Bainbridge,Colman,30:00.0,30:37.0,01:52.0,31.0,37.0
2013-01-07 00:00:00,Bainbridge,Colman,00:00.0,03:31.0,32:13.0,29.0,211.0
2013-01-07 01:25:00,Bainbridge,Colman,25:00.0,25:00.0,56:03.0,31.0,0.0
2013-01-07 04:45:00,Bainbridge,Colman,45:00.0,45:00.0,14:23.0,29.0,0.0
2013-01-07 05:20:00,Bainbridge,Colman,20:00.0,20:38.0,52:22.0,32.0,38.0
2013-01-07 06:20:00,Bainbridge,Colman,20:00.0,20:00.0,51:10.0,31.0,0.0
2013-01-07 07:05:00,Bainbridge,Colman,05:00.0,05:00.0,35:48.0,30.0,0.0
2013-01-07 07:55:00,Bainbridge,Colman,55:00.0,58:39.0,29:24.0,31.0,219.0
2013-01-07 08:45:00,Bainbridge,Colman,45:00.0,44:44.0,15:23.0,31.0,-16.0
2013-01-07 09:40:00,Bainbridge,Colman,40:00.0,40:49.0,11:00.0,31.0,49.0
2013-01-07 10:25:00,Bainbridge,Colman,25:00.0,25:05.0,56:49.0,31.0,5.0
2013-01-07 11:30:00,Bainbridge,Colman,30:00.0,30:00.0,58:51.0,28.0,0.0
2013-01-07 12:20:00,Bainbridge,Colman,20:00.0,20:00.0,46:22.0,26.0,0.0
2013-01-07 13:10:00,Bainbridge,Colman,10:00.0,12:42.0,42:12.0,30.0,162.0
2013-01-07 14:05:00,Bainbridge,Colman,05:00.0,05:31.0,34:49.0,29.0,31.0
2013-01-07 14:55:00,Bainbridge,Colman,55:00.0,55:00.0,24:22.0,29.0,0.0
2013-01-07 15:50:00,Bainbridge,Colman,50:00.0,50:03.0,19:40.0,29.0,3.0
2013-01-07 16:35:00,Bainbridge,Colman,35:00.0,35:00.0,04:22.0,29.0,0.0
2013-01-07 17:30:00,Bainbridge,Colman,30:00.0,30:00.0,59:52.0,29.0,0.0
2013-01-07 18:30:00,Bainbridge,Colman,30:00.0,30:18.0,00:39.0,30.0,18.0
2013-01-07 19:10:00,Bainbridge,Colman,10:00.0,10:00.0,44:19.0,34.0,0.0
2013-01-07 20:10:00,Bainbridge,Colman,10:00.0,10:00.0,45:54.0,35.0,0.0
2013-01-07 20:55:00,Bainbridge,Colman,55:00.0,56:07.0,30:54.0,34.0,67.0
2013-01-07 21:45:00,Bainbridge,Colman,45:00.0,45:34.0,19:55.0,34.0,34.0
2013-01-07 22:35:00,Bainbridge,Colman,35:00.0,38:04.0,08:45.0,30.0,184.0
2013-01-08 00:55:00,Bainbridge,Colman,55:00.0,56:47.0,26:33.0,30.0,107.0
2013-01-08 04:45:00,Bainbridge,Colman,45:00.0,45:00.0,14:30.0,29.0,0.0
2013-01-08 05:20:00,Bainbridge,Colman,20:00.0,20:00.0,51:25.0,31.0,0.0
2013-01-08 06:20:00,Bainbridge,Colman,20:00.0,20:00.0,50:17.0,30.0,0.0
2013-01-08 07:05:00,Bainbridge,Colman,05:00.0,05:00.0,37:49.0,32.0,0.0
2013-01-08 07:55:00,Bainbridge,Colman,55:00.0,59:35.0,30:11.0,31.0,275.0
2013-01-08 08:45:00,Bainbridge,Colman,45:00.0,45:00.0,17:23.0,32.0,0.0
2013-01-08 09:40:00,Bainbridge,Colman,40:00.0,40:00.0,10:35.0,30.0,0.0
2013-01-08 10:25:00,Bainbridge,Colman,25:00.0,25:57.0,58:03.0,33.0,57.0
2013-01-08 11:30:00,Bainbridge,Colman,30:00.0,30:00.0,59:24.0,29.0,0.0
2013-01-08 12:20:00,Bainbridge,Colman,20:00.0,20:21.0,52:52.0,32.0,21.0
2013-01-08 13:10:00,Bainbridge,Colman,10:00.0,09:38.0,38:55.0,29.0,-22.0
2013-01-08 14:05:00,Bainbridge,Colman,05:00.0,05:37.0,35:33.0,30.0,37.0
2013-01-08 14:55:00,Bainbridge,Colman,55:00.0,55:00.0,23:52.0,28.0,0.0
2013-01-08 15:50:00,Bainbridge,Colman,50:00.0,50:59.0,21:05.0,31.0,59.0
2013-01-08 16:35:00,Bainbridge,Colman,35:00.0,35:22.0,04:15.0,29.0,22.0
2013-01-08 17:30:00,Bainbridge,Colman,30:00.0,33:33.0,04:50.0,31.0,213.0
2013-01-08 18:30:00,Bainbridge,Colman,30:00.0,30:45.0,01:13.0,31.0,45.0
2013-01-08 19:10:00,Bainbridge,Colman,10:00.0,15:51.0,50:29.0,35.0,351.0
2013-01-08 20:10:00,Bainbridge,Colman,10:00.0,10:00.0,45:13.0,35.0,0.0
2013-01-08 20:55:00,Bainbridge,Colman,55:00.0,56:24.0,29:22.0,33.0,84.0
2013-01-08 21:45:00,Bainbridge,Colman,45:00.0,45:00.0,15:42.0,30.0,0.0
2013-01-08 22:35:00,Bainbridge,Colman,35:00.0,35:43.0,07:06.0,32.0,43.0
2013-01-09 00:55:00,Bainbridge,Colman,55:00.0,55:54.0,26:23.0,31.0,54.0
2013-01-09 04:45:00,Bainbridge,Colman,45:00.0,50:22.0,17:52.0,27.0,322.0
2013-01-09 05:20:00,Bainbridge,Colman,20:00.0,20:00.0,48:03.0,28.0,0.0
2013-01-09 06:20:00,Bainbridge,Colman,20:00.0,20:55.0,53:03.0,33.0,55.0
2013-01-09 07:05:00,Bainbridge,Colman,05:00.0,05:13.0,35:58.0,30.0,13.0
2013-01-09 07:55:00,Bainbridge,Colman,55:00.0,01:21.0,32:58.0,31.0,381.0
2013-01-09 08:45:00,Bainbridge,Colman,45:00.0,45:49.0,16:01.0,31.0,49.0
2013-01-09 09:40:00,Bainbridge,Colman,40:00.0,40:05.0,14:09.0,34.0,5.0
2013-01-09 10:25:00,Bainbridge,Colman,25:00.0,27:19.0,58:12.0,31.0,139.0
2013-01-09 11:30:00,Bainbridge,Colman,30:00.0,30:50.0,00:31.0,30.0,50.0
2013-01-09 12:20:00,Bainbridge,Colman,20:00.0,20:00.0,50:09.0,30.0,0.0
2013-01-09 13:10:00,Bainbridge,Colman,10:00.0,10:50.0,41:30.0,31.0,50.0
2013-01-09 14:05:00,Bainbridge,Colman,05:00.0,05:17.0,35:36.0,30.0,17.0
2013-01-09 14:55:00,Bainbridge,Colman,55:00.0,55:14.0,24:36.0,29.0,14.0
2013-01-09 15:50:00,Bainbridge,Colman,50:00.0,50:40.0,20:33.0,30.0,40.0
2013-01-09 16:35:00,Bainbridge,Colman,35:00.0,35:00.0,04:06.0,29.0,0.0
2013-01-09 17:30:00,Bainbridge,Colman,30:00.0,31:33.0,03:22.0,32.0,93.0
2013-01-09 18:30:00,Bainbridge,Colman,30:00.0,30:06.0,01:47.0,31.0,6.0
2013-01-09 19:10:00,Bainbridge,Colman,10:00.0,11:05.0,48:15.0,37.0,65.0
2013-01-09 20:10:00,Bainbridge,Colman,10:00.0,10:00.0,41:48.0,31.0,0.0
2013-01-09 20:55:00,Bainbridge,Colman,55:00.0,56:12.0,32:00.0,36.0,72.0
2013-01-09 21:45:00,Bainbridge,Colman,45:00.0,46:02.0,19:23.0,33.0,62.0
2013-01-09 22:35:00,Bainbridge,Colman,35:00.0,35:05.0,06:55.0,31.0,5.0
2013-01-10 00:55:00,Bainbridge,Colman,55:00.0,55:25.0,27:52.0,32.0,25.0
2013-01-10 04:45:00,Bainbridge,Colman,45:00.0,45:31.0,14:17.0,29.0,31.0
2013-01-10 05:20:00,Bainbridge,Colman,20:00.0,20:27.0,52:34.0,32.0,27.0
2013-01-10 06:20:00,Bainbridge,Colman,20:00.0,20:00.0,50:00.0,30.0,0.0
2013-01-10 07:05:00,Bainbridge,Colman,05:00.0,05:14.0,38:12.0,33.0,14.0
2013-01-10 07:55:00,Bainbridge,Colman,55:00.0,01:24.0,30:48.0,29.0,384.0
2013-01-10 08:45:00,Bainbridge,Colman,45:00.0,45:00.0,17:05.0,32.0,0.0
2013-01-10 09:40:00,Bainbridge,Colman,40:00.0,40:00.0,09:12.0,29.0,0.0
2013-01-10 10:25:00,Bainbridge,Colman,25:00.0,35:09.0,01:18.0,26.0,609.0
2013-01-10 11:30:00,Bainbridge,Colman,30:00.0,30:34.0,00:27.0,30.0,34.0
2013-01-10 12:20:00,Bainbridge,Colman,20:00.0,20:00.0,51:52.0,31.0,0.0
2013-01-10 13:10:00,Bainbridge,Colman,10:00.0,10:00.0,40:07.0,30.0,0.0
2013-01-10 14:05:00,Bainbridge,Colman,05:00.0,05:00.0,35:14.0,30.0,0.0
2013-01-10 14:55:00,Bainbridge,Colman,55:00.0,55:29.0,25:34.0,30.0,29.0
2013-01-10 15:50:00,Bainbridge,Colman,50:00.0,50:52.0,21:07.0,31.0,52.0
2013-01-10 16:35:00,Bainbridge,Colman,35:00.0,35:20.0,05:04.0,30.0,20.0
2013-01-10 17:30:00,Bainbridge,Colman,30:00.0,31:16.0,01:03.0,30.0,76.0
2013-01-10 18:30:00,Bainbridge,Colman,30:00.0,30:00.0,02:35.0,32.0,0.0
2013-01-10 19:10:00,Bainbridge,Colman,10:00.0,10:00.0,41:41.0,31.0,0.0
2013-01-10 20:10:00,Bainbridge,Colman,10:00.0,11:03.0,44:04.0,33.0,63.0
2013-01-10 20:55:00,Bainbridge,Colman,55:00.0,55:00.0,28:03.0,33.0,0.0
2013-01-10 21:45:00,Bainbridge,Colman,45:00.0,45:34.0,23:23.0,38.0,34.0
2013-01-10 22:35:00,Bainbridge,Colman,35:00.0,39:57.0,11:24.0,32.0,297.0
2013-01-11 00:55:00,Bainbridge,Colman,55:00.0,02:15.0,37:23.0,35.0,435.0
2013-01-11 04:45:00,Bainbridge,Colman,45:00.0,46:48.0,16:07.0,30.0,108.0
2013-01-11 05:20:00,Bainbridge,Colman,20:00.0,20:41.0,51:45.0,31.0,41.0
2013-01-11 06:20:00,Bainbridge,Colman,20:00.0,20:31.0,50:25.0,30.0,31.0
2013-01-11 07:05:00,Bainbridge,Colman,05:00.0,05:00.0,37:36.0,32.0,0.0
2013-01-11 07:55:00,Bainbridge,Colman,55:00.0,55:22.0,26:57.0,31.0,22.0
2013-01-11 08:45:00,Bainbridge,Colman,45:00.0,46:01.0,17:37.0,31.0,61.0
2013-01-11 09:40:00,Bainbridge,Colman,40:00.0,40:00.0,11:25.0,31.0,0.0
2013-01-11 10:25:00,Bainbridge,Colman,25:00.0,25:14.0,57:12.0,32.0,14.0
2013-01-11 11:30:00,Bainbridge,Colman,30:00.0,30:00.0,01:06.0,31.0,0.0
2013-01-11 12:20:00,Bainbridge,Colman,20:00.0,20:25.0,53:14.0,33.0,25.0
2013-01-11 13:10:00,Bainbridge,Colman,10:00.0,10:15.0,40:07.0,30.0,15.0
2013-01-11 14:05:00,Bainbridge,Colman,05:00.0,05:29.0,39:34.0,34.0,29.0
2013-01-11 14:55:00,Bainbridge,Colman,55:00.0,56:00.0,27:44.0,31.0,60.0
2013-01-11 15:50:00,Bainbridge,Colman,50:00.0,51:06.0,23:10.0,32.0,66.0
2013-01-11 16:35:00,Bainbridge,Colman,35:00.0,38:35.0,08:56.0,30.0,215.0
2013-01-11 17:30:00,Bainbridge,Colman,30:00.0,36:40.0,08:28.0,32.0,400.0
2013-01-11 18:30:00,Bainbridge,Colman,30:00.0,30:00.0,02:18.0,32.0,0.0
2013-01-11 19:10:00,Bainbridge,Colman,10:00.0,13:42.0,46:48.0,33.0,222.0
2013-01-11 20:10:00,Bainbridge,Colman,10:00.0,10:00.0,43:15.0,33.0,0.0
2013-01-11 20:55:00,Bainbridge,Colman,55:00.0,55:00.0,26:54.0,31.0,0.0
2013-01-11 21:45:00,Bainbridge,Colman,45:00.0,46:33.0,22:13.0,36.0,93.0
2013-01-11 22:35:00,Bainbridge,Colman,35:00.0,39:04.0,10:39.0,31.0,244.0
2013-01-12 00:55:00,Bainbridge,Colman,55:00.0,59:51.0,30:46.0,31.0,291.0
2013-01-12 05:20:00,Bainbridge,Colman,20:00.0,20:20.0,50:39.0,30.0,20.0
2013-01-12 07:05:00,Bainbridge,Colman,05:00.0,05:04.0,36:49.0,31.0,4.0
2013-01-12 07:55:00,Bainbridge,Colman,55:00.0,55:00.0,25:11.0,30.0,0.0
2013-01-12 08:45:00,Bainbridge,Colman,45:00.0,45:00.0,15:52.0,30.0,0.0
2013-01-12 09:35:00,Bainbridge,Colman,35:00.0,35:00.0,07:14.0,32.0,0.0
2013-01-12 10:25:00,Bainbridge,Colman,25:00.0,26:00.0,57:22.0,31.0,60.0
2013-01-12 11:30:00,Bainbridge,Colman,30:00.0,30:12.0,01:07.0,31.0,12.0
2013-01-12 12:20:00,Bainbridge,Colman,20:00.0,21:02.0,55:54.0,34.0,62.0
2013-01-12 13:10:00,Bainbridge,Colman,10:00.0,10:00.0,40:40.0,30.0,0.0
2013-01-12 14:05:00,Bainbridge,Colman,05:00.0,07:02.0,37:07.0,30.0,122.0
2013-01-12 14:55:00,Bainbridge,Colman,55:00.0,55:34.0,26:12.0,31.0,34.0
2013-01-12 15:50:00,Bainbridge,Colman,50:00.0,51:28.0,23:21.0,32.0,88.0
2013-01-12 16:35:00,Bainbridge,Colman,35:00.0,35:00.0,06:05.0,31.0,0.0
2013-01-12 17:30:00,Bainbridge,Colman,30:00.0,41:25.0,12:21.0,31.0,685.0
2013-01-12 18:30:00,Bainbridge,Colman,30:00.0,31:09.0,03:06.0,32.0,69.0
2013-01-12 19:10:00,Bainbridge,Colman,10:00.0,14:41.0,45:22.0,31.0,281.0
2013-01-12 20:10:00,Bainbridge,Colman,10:00.0,10:00.0,42:33.0,32.0,0.0
2013-01-12 20:55:00,Bainbridge,Colman,55:00.0,55:00.0,26:18.0,31.0,0.0
2013-01-12 21:45:00,Bainbridge,Colman,45:00.0,45:00.0,15:37.0,30.0,0.0
2013-01-12 22:30:00,Bainbridge,Colman,30:00.0,30:10.0,01:43.0,31.0,10.0
2013-01-13 00:00:00,Bainbridge,Colman,00:00.0,59:11.0,30:12.0,31.0,3551.0
2013-01-13 01:25:00,Bainbridge,Colman,25:00.0,31:25.0,00:22.0,29.0,385.0
2013-01-13 05:20:00,Bainbridge,Colman,20:00.0,20:03.0,49:10.0,29.0,3.0
2013-01-13 07:05:00,Bainbridge,Colman,05:00.0,05:23.0,37:31.0,32.0,23.0
2013-01-13 08:45:00,Bainbridge,Colman,45:00.0,46:07.0,19:28.0,33.0,67.0
2013-01-13 09:35:00,Bainbridge,Colman,35:00.0,35:32.0,06:00.0,31.0,32.0
2013-01-13 10:25:00,Bainbridge,Colman,25:00.0,25:00.0,55:48.0,30.0,0.0
2013-01-13 11:30:00,Bainbridge,Colman,30:00.0,30:26.0,00:48.0,30.0,26.0
