timestamps,departure_terminal,arrival_terminal,scheduled_departure,actual_departure,Actual_Arrival,TransitTime,seconds_late
2013-02-16 00:55:00,Bainbridge,Colman,55:00.0,01:22.0,32:59.0,31.0,382.0
2013-02-16 05:20:00,Bainbridge,Colman,20:00.0,20:57.0,51:49.0,31.0,57.0
2013-02-16 07:05:00,Bainbridge,Colman,05:00.0,05:00.0,34:19.0,29.0,0.0
2013-02-16 07:55:00,Bainbridge,Colman,55:00.0,56:07.0,29:34.0,33.0,67.0
2013-02-16 08:45:00,Bainbridge,Colman,45:00.0,45:00.0,19:55.0,34.0,0.0
2013-02-16 09:35:00,Bainbridge,Colman,35:00.0,35:53.0,05:57.0,30.0,53.0
2013-02-16 10:25:00,Bainbridge,Colman,25:00.0,34:05.0,06:22.0,32.0,545.0
2013-02-16 11:30:00,Bainbridge,Colman,30:00.0,30:39.0,00:36.0,30.0,39.0
2013-02-16 12:20:00,Bainbridge,Colman,20:00.0,20:47.0,54:42.0,34.0,47.0
2013-02-16 13:10:00,Bainbridge,Colman,10:00.0,10:28.0,40:12.0,30.0,28.0
2013-02-16 14:05:00,Bainbridge,Colman,05:00.0,05:38.0,36:45.0,31.0,38.0
2013-02-16 14:55:00,Bainbridge,Colman,55:00.0,55:00.0,25:00.0,30.0,0.0
2013-02-16 15:50:00,Bainbridge,Colman,50:00.0,50:36.0,22:15.0,32.0,36.0
2013-02-16 16:35:00,Bainbridge,Colman,35:00.0,35:00.0,04:38.0,29.0,0.0
2013-02-16 17:30:00,Bainbridge,Colman,30:00.0,31:05.0,04:24.0,33.0,65.0
2013-02-16 18:30:00,Bainbridge,Colman,30:00.0,29:38.0,59:19.0,30.0,-22.0
2013-02-16 19:10:00,Bainbridge,Colman,10:00.0,10:52.0,44:43.0,34.0,52.0
2013-02-16 20:10:00,Bainbridge,Colman,10:00.0,10:00.0,39:45.0,29.0,0.0
2013-02-16 20:55:00,Bainbridge,Colman,55:00.0,55:00.0,27:02.0,32.0,0.0
2013-02-16 21:45:00,Bainbridge,Colman,45:00.0,45:00.0,14:28.0,29.0,0.0
2013-02-16 22:30:00,Bainbridge,Colman,30:00.0,30:58.0,02:11.0,32.0,58.0
2013-02-17 00:00:00,Bainbridge,Colman,00:00.0,00:00.0,30:35.0,30.0,0.0
2013-02-17 01:25:00,Bainbridge,Colman,25:00.0,27:26.0,58:08.0,31.0,146.0
2013-02-17 05:20:00,Bainbridge,Colman,20:00.0,34:11.0,02:18.0,28.0,851.0
2013-02-17 07:05:00,Bainbridge,Colman,05:00.0,05:00.0,36:15.0,31.0,0.0
2013-02-17 08:45:00,Bainbridge,Colman,45:00.0,44:17.0,15:05.0,31.0,-43.0
2013-02-17 09:35:00,Bainbridge,Colman,35:00.0,35:11.0,07:49.0,32.0,11.0
2013-02-17 10:25:00,Bainbridge,Colman,25:00.0,25:05.0,55:33.0,30.0,5.0
2013-02-17 11:30:00,Bainbridge,Colman,30:00.0,31:16.0,00:01.0,29.0,76.0
2013-02-17 12:20:00,Bainbridge,Colman,20:00.0,20:00.0,52:37.0,32.0,0.0
2013-02-17 13:10:00,Bainbridge,Colman,10:00.0,12:01.0,43:41.0,31.0,121.0
2013-02-17 14:05:00,Bainbridge,Colman,05:00.0,05:00.0,36:04.0,31.0,0.0
2013-02-17 14:55:00,Bainbridge,Colman,55:00.0,55:22.0,24:46.0,29.0,22.0
2013-02-17 15:50:00,Bainbridge,Colman,50:00.0,50:23.0,21:31.0,31.0,23.0
2013-02-17 16:35:00,Bainbridge,Colman,35:00.0,35:04.0,05:12.0,30.0,4.0
2013-02-17 17:30:00,Bainbridge,Colman,30:00.0,30:00.0,02:11.0,32.0,0.0
2013-02-17 18:30:00,Bainbridge,Colman,30:00.0,31:49.0,01:19.0,30.0,109.0
2013-02-17 19:10:00,Bainbridge,Colman,10:00.0,10:00.0,42:31.0,32.0,0.0
2013-02-17 20:10:00,Bainbridge,Colman,10:00.0,10:00.0,39:00.0,29.0,0.0
2013-02-17 20:55:00,Bainbridge,Colman,55:00.0,55:27.0,26:18.0,31.0,27.0
2013-02-17 21:45:00,Bainbridge,Colman,45:00.0,45:00.0,13:39.0,28.0,0.0
2013-02-17 22:30:00,Bainbridge,Colman,30:00.0,30:00.0,01:21.0,31.0,0.0
2013-02-18 00:00:00,Bainbridge,Colman,00:00.0,00:00.0,33:00.0,33.0,0.0
2013-02-18 01:25:00,Bainbridge,Colman,25:00.0,25:00.0,57:06.0,32.0,0.0
2013-02-18 04:45:00,Bainbridge,Colman,45:00.0,45:03.0,16:56.0,31.0,3.0
2013-02-18 05:20:00,Bainbridge,Colman,20:00.0,19:50.0,50:58.0,31.0,-10.0
2013-02-18 06:20:00,Bainbridge,Colman,20:00.0,20:00.0,51:52.0,31.0,0.0
2013-02-18 07:05:00,Bainbridge,Colman,05:00.0,05:00.0,36:09.0,31.0,0.0
2013-02-18 07:55:00,Bainbridge,Colman,55:00.0,56:21.0,27:17.0,31.0,81.0
2013-02-18 08:45:00,Bainbridge,Colman,45:00.0,45:00.0,16:07.0,31.0,0.0
2013-02-18 09:40:00,Bainbridge,Colman,40:00.0,41:04.0,11:37.0,30.0,64.0
2013-02-18 10:25:00,Bainbridge,Colman,25:00.0,25:22.0,58:55.0,33.0,22.0
2013-02-18 11:30:00,Bainbridge,Colman,30:00.0,30:53.0,01:13.0,31.0,53.0
2013-02-18 12:20:00,Bainbridge,Colman,20:00.0,19:29.0,50:30.0,31.0,-31.0
2013-02-18 13:10:00,Bainbridge,Colman,10:00.0,10:00.0,38:59.0,28.0,0.0
2013-02-18 14:05:00,Bainbridge,Colman,05:00.0,05:00.0,37:02.0,32.0,0.0
2013-02-18 14:55:00,Bainbridge,Colman,55:00.0,52:45.0,23:33.0,31.0,-135.0
2013-02-18 15:50:00,Bainbridge,Colman,50:00.0,50:00.0,21:49.0,31.0,0.0
2013-02-18 16:35:00,Bainbridge,Colman,35:00.0,35:00.0,04:41.0,29.0,0.0
2013-02-18 17:30:00,Bainbridge,Colman,30:00.0,30:22.0,03:03.0,33.0,22.0
2013-02-18 18:30:00,Bainbridge,Colman,30:00.0,30:16.0,01:45.0,31.0,16.0
2013-02-18 19:10:00,Bainbridge,Colman,10:00.0,10:19.0,45:49.0,35.0,19.0
2013-02-18 20:10:00,Bainbridge,Colman,10:00.0,10:00.0,42:14.0,32.0,0.0
2013-02-18 20:55:00,Bainbridge,Colman,55:00.0,55:09.0,31:08.0,36.0,9.0
2013-02-18 21:45:00,Bainbridge,Colman,45:00.0,45:00.0,19:45.0,34.0,0.0
2013-02-18 22:35:00,Bainbridge,Colman,35:00.0,38:03.0,08:42.0,30.0,183.0
2013-02-19 00:55:00,Bainbridge,Colman,55:00.0,56:13.0,26:55.0,30.0,73.0
2013-02-19 04:45:00,Bainbridge,Colman,45:00.0,45:00.0,15:49.0,30.0,0.0
2013-02-19 05:20:00,Bainbridge,Colman,20:00.0,20:43.0,51:29.0,31.0,43.0
2013-02-19 06:20:00,Bainbridge,Colman,20:00.0,20:00.0,49:30.0,29.0,0.0
2013-02-19 07:05:00,Bainbridge,Colman,05:00.0,05:00.0,36:35.0,31.0,0.0
2013-02-19 07:55:00,Bainbridge,Colman,55:00.0,57:13.0,25:47.0,28.0,133.0
2013-02-19 08:45:00,Bainbridge,Colman,45:00.0,45:20.0,16:43.0,31.0,20.0
2013-02-19 09:40:00,Bainbridge,Colman,40:00.0,40:49.0,12:08.0,32.0,49.0
2013-02-19 10:25:00,Bainbridge,Colman,25:00.0,28:31.0,59:19.0,31.0,211.0
2013-02-19 11:30:00,Bainbridge,Colman,30:00.0,30:48.0,00:08.0,30.0,48.0
2013-02-19 12:20:00,Bainbridge,Colman,20:00.0,20:44.0,51:20.0,31.0,44.0
2013-02-19 13:10:00,Bainbridge,Colman,10:00.0,10:00.0,39:55.0,29.0,0.0
2013-02-19 14:05:00,Bainbridge,Colman,05:00.0,07:03.0,37:29.0,30.0,123.0
2013-02-19 14:55:00,Bainbridge,Colman,55:00.0,55:59.0,25:57.0,30.0,59.0
2013-02-19 15:50:00,Bainbridge,Colman,50:00.0,50:00.0,23:36.0,33.0,0.0
2013-02-19 16:35:00,Bainbridge,Colman,35:00.0,36:47.0,06:06.0,30.0,107.0
2013-02-19 17:30:00,Bainbridge,Colman,30:00.0,36:04.0,08:05.0,32.0,364.0
2013-02-19 18:30:00,Bainbridge,Colman,30:00.0,30:08.0,01:26.0,31.0,8.0
2013-02-19 19:10:00,Bainbridge,Colman,10:00.0,12:33.0,46:41.0,34.0,153.0
2013-02-19 20:10:00,Bainbridge,Colman,10:00.0,10:00.0,41:42.0,31.0,0.0
2013-02-19 20:55:00,Bainbridge,Colman,55:00.0,55:00.0,26:11.0,31.0,0.0
2013-02-19 21:45:00,Bainbridge,Colman,45:00.0,48:05.0,20:11.0,32.0,185.0
2013-02-19 22:35:00,Bainbridge,Colman,35:00.0,35:00.0,06:36.0,31.0,0.0
2013-02-20 00:55:00,Bainbridge,Colman,55:00.0,55:00.0,25:57.0,30.0,0.0
2013-02-20 04:45:00,Bainbridge,Colman,45:00.0,45:30.0,18:51.0,33.0,30.0
2013-02-20 05:20:00,Bainbridge,Colman,20:00.0,19:50.0,49:19.0,30.0,-10.0
2013-02-20 06:20:00,Bainbridge,Colman,20:00.0,20:57.0,53:14.0,33.0,57.0
2013-02-20 07:05:00,Bainbridge,Colman,05:00.0,05:30.0,38:18.0,33.0,30.0
2013-02-20 07:55:00,Bainbridge,Colman,55:00.0,56:54.0,28:46.0,32.0,114.0
2013-02-20 08:45:00,Bainbridge,Colman,45:00.0,45:00.0,14:24.0,29.0,0.0
2013-02-20 09:40:00,Bainbridge,Colman,40:00.0,40:00.0,11:22.0,31.0,0.0
2013-02-20 10:25:00,Bainbridge,Colman,25:00.0,25:00.0,54:21.0,29.0,0.0
2013-02-20 11:30:00,Bainbridge,Colman,30:00.0,30:00.0,59:59.0,29.0,0.0
2013-02-20 12:20:00,Bainbridge,Colman,20:00.0,20:32.0,49:41.0,29.0,32.0
2013-02-20 13:10:00,Bainbridge,Colman,10:00.0,11:31.0,41:10.0,30.0,91.0
2013-02-20 14:05:00,Bainbridge,Colman,05:00.0,05:47.0,36:57.0,31.0,47.0
2013-02-20 14:55:00,Bainbridge,Colman,55:00.0,56:06.0,25:24.0,29.0,66.0
2013-02-20 15:50:00,Bainbridge,Colman,50:00.0,50:00.0,20:32.0,30.0,0.0
2013-02-20 16:35:00,Bainbridge,Colman,35:00.0,35:00.0,03:57.0,28.0,0.0
2013-02-20 17:30:00,Bainbridge,Colman,30:00.0,33:35.0,04:47.0,31.0,215.0
2013-02-20 18:30:00,Bainbridge,Colman,30:00.0,30:00.0,01:17.0,31.0,0.0
2013-02-20 19:10:00,Bainbridge,Colman,10:00.0,12:17.0,47:37.0,35.0,137.0
2013-02-20 20:10:00,Bainbridge,Colman,10:00.0,10:00.0,40:45.0,30.0,0.0
2013-02-20 20:55:00,Bainbridge,Colman,55:00.0,55:20.0,30:52.0,35.0,20.0
2013-02-20 21:45:00,Bainbridge,Colman,45:00.0,46:09.0,21:00.0,35.0,69.0
2013-02-20 22:35:00,Bainbridge,Colman,35:00.0,36:38.0,07:18.0,31.0,98.0
2013-02-21 00:55:00,Bainbridge,Colman,55:00.0,55:08.0,26:14.0,31.0,8.0
2013-02-21 04:45:00,Bainbridge,Colman,45:00.0,45:49.0,14:49.0,29.0,49.0
2013-02-21 05:20:00,Bainbridge,Colman,20:00.0,20:01.0,51:44.0,31.0,1.0
2013-02-21 06:20:00,Bainbridge,Colman,20:00.0,20:00.0,49:18.0,29.0,0.0
2013-02-21 07:05:00,Bainbridge,Colman,05:00.0,05:00.0,36:05.0,31.0,0.0
2013-02-21 07:55:00,Bainbridge,Colman,55:00.0,55:00.0,24:52.0,29.0,0.0
2013-02-21 08:45:00,Bainbridge,Colman,45:00.0,45:27.0,16:00.0,31.0,27.0
2013-02-21 09:40:00,Bainbridge,Colman,40:00.0,40:00.0,09:47.0,29.0,0.0
2013-02-21 10:25:00,Bainbridge,Colman,25:00.0,25:34.0,56:30.0,31.0,34.0
2013-02-21 11:30:00,Bainbridge,Colman,30:00.0,35:26.0,04:56.0,29.0,326.0
2013-02-21 12:20:00,Bainbridge,Colman,20:00.0,20:00.0,50:33.0,30.0,0.0
2013-02-21 13:10:00,Bainbridge,Colman,10:00.0,10:00.0,39:54.0,29.0,0.0
2013-02-21 14:05:00,Bainbridge,Colman,05:00.0,05:00.0,35:15.0,30.0,0.0
2013-02-21 14:55:00,Bainbridge,Colman,55:00.0,55:03.0,25:45.0,30.0,3.0
2013-02-21 15:50:00,Bainbridge,Colman,50:00.0,50:17.0,21:05.0,31.0,17.0
2013-02-21 16:35:00,Bainbridge,Colman,35:00.0,35:00.0,05:42.0,30.0,0.0
2013-02-21 17:30:00,Bainbridge,Colman,30:00.0,30:00.0,01:54.0,31.0,0.0
2013-02-21 18:30:00,Bainbridge,Colman,30:00.0,30:00.0,01:41.0,31.0,0.0
2013-02-21 19:10:00,Bainbridge,Colman,10:00.0,11:03.0,41:20.0,30.0,63.0
2013-02-21 20:10:00,Bainbridge,Colman,10:00.0,10:58.0,43:39.0,33.0,58.0
2013-02-21 20:55:00,Bainbridge,Colman,55:00.0,55:00.0,25:31.0,30.0,0.0
2013-02-21 21:45:00,Bainbridge,Colman,45:00.0,45:00.0,18:34.0,33.0,0.0
2013-02-21 22:35:00,Bainbridge,Colman,35:00.0,42:02.0,13:39.0,31.0,422.0
2013-02-22 00:55:00,Bainbridge,Colman,55:00.0,03:40.0,34:28.0,31.0,520.0
2013-02-22 04:45:00,Bainbridge,Colman,45:00.0,45:03.0,15:33.0,30.0,3.0
2013-02-22 05:20:00,Bainbridge,Colman,20:00.0,20:11.0,49:54.0,29.0,11.0
2013-02-22 06:20:00,Bainbridge,Colman,20:00.0,20:00.0,50:54.0,30.0,0.0
2013-02-22 07:05:00,Bainbridge,Colman,05:00.0,05:00.0,36:55.0,31.0,0.0
2013-02-22 07:55:00,Bainbridge,Colman,55:00.0,56:59.0,26:47.0,30.0,119.0
2013-02-22 08:45:00,Bainbridge,Colman,45:00.0,45:00.0,15:39.0,30.0,0.0
2013-02-22 09:40:00,Bainbridge,Colman,40:00.0,40:07.0,10:20.0,30.0,7.0
2013-02-22 10:25:00,Bainbridge,Colman,25:00.0,25:00.0,56:36.0,31.0,0.0
2013-02-22 11:30:00,Bainbridge,Colman,30:00.0,31:15.0,01:49.0,30.0,75.0
2013-02-22 12:20:00,Bainbridge,Colman,20:00.0,20:00.0,51:02.0,31.0,0.0
2013-02-22 13:10:00,Bainbridge,Colman,10:00.0,10:00.0,40:41.0,30.0,0.0
2013-02-22 14:05:00,Bainbridge,Colman,05:00.0,05:14.0,35:16.0,30.0,14.0
2013-02-22 14:55:00,Bainbridge,Colman,55:00.0,55:20.0,26:36.0,31.0,20.0
2013-02-22 15:50:00,Bainbridge,Colman,50:00.0,50:20.0,20:07.0,30.0,20.0
2013-02-22 16:35:00,Bainbridge,Colman,35:00.0,37:04.0,07:59.0,30.0,124.0
2013-02-22 17:30:00,Bainbridge,Colman,30:00.0,30:00.0,00:02.0,30.0,0.0
2013-02-22 18:30:00,Bainbridge,Colman,30:00.0,30:33.0,00:34.0,30.0,33.0
2013-02-22 19:10:00,Bainbridge,Colman,10:00.0,10:00.0,42:08.0,32.0,0.0
2013-02-22 20:10:00,Bainbridge,Colman,10:00.0,19:06.0,49:11.0,30.0,546.0
2013-02-22 20:55:00,Bainbridge,Colman,55:00.0,55:18.0,24:42.0,29.0,18.0
2013-02-22 21:45:00,Bainbridge,Colman,45:00.0,51:36.0,23:45.0,32.0,396.0
2013-02-22 22:35:00,Bainbridge,Colman,35:00.0,35:19.0,08:03.0,33.0,19.0
2013-02-23 00:55:00,Bainbridge,Colman,55:00.0,56:09.0,28:36.0,32.0,69.0
2013-02-23 05:20:00,Bainbridge,Colman,20:00.0,22:32.0,53:19.0,31.0,152.0
2013-02-23 07:05:00,Bainbridge,Colman,05:00.0,06:09.0,37:05.0,31.0,69.0
2013-02-23 07:55:00,Bainbridge,Colman,55:00.0,54:02.0,26:56.0,32.0,-58.0
2013-02-23 08:45:00,Bainbridge,Colman,45:00.0,44:22.0,15:11.0,31.0,-38.0
2013-02-23 09:35:00,Bainbridge,Colman,35:00.0,35:06.0,06:05.0,31.0,6.0
2013-02-23 10:25:00,Bainbridge,Colman,25:00.0,24:46.0,57:39.0,33.0,-14.0
2013-02-23 11:30:00,Bainbridge,Colman,30:00.0,29:57.0,01:46.0,32.0,-3.0
2013-02-23 12:20:00,Bainbridge,Colman,20:00.0,19:52.0,51:44.0,32.0,-8.0
2013-02-23 13:10:00,Bainbridge,Colman,10:00.0,09:37.0,41:20.0,32.0,-23.0
2013-02-23 14:05:00,Bainbridge,Colman,05:00.0,04:53.0,36:00.0,32.0,-7.0
2013-02-23 14:55:00,Bainbridge,Colman,55:00.0,54:13.0,26:16.0,32.0,-47.0
2013-02-23 15:50:00,Bainbridge,Colman,50:00.0,48:48.0,22:18.0,34.0,-72.0
2013-02-23 16:35:00,Bainbridge,Colman,35:00.0,33:37.0,05:26.0,32.0,-83.0
2013-02-23 17:30:00,Bainbridge,Colman,30:00.0,33:11.0,06:09.0,33.0,191.0
2013-02-23 18:30:00,Bainbridge,Colman,30:00.0,28:11.0,01:19.0,33.0,-109.0
2013-02-23 19:10:00,Bainbridge,Colman,10:00.0,10:21.0,45:55.0,35.0,21.0
2013-02-23 20:10:00,Bainbridge,Colman,10:00.0,12:01.0,44:48.0,32.0,121.0
2013-02-23 20:55:00,Bainbridge,Colman,55:00.0,55:32.0,29:36.0,34.0,32.0
2013-02-23 21:45:00,Bainbridge,Colman,45:00.0,46:46.0,18:22.0,32.0,106.0
2013-02-23 22:30:00,Bainbridge,Colman,30:00.0,32:59.0,05:19.0,33.0,179.0
2013-02-24 00:00:00,Bainbridge,Colman,00:00.0,01:30.0,32:47.0,31.0,90.0
2013-02-24 01:25:00,Bainbridge,Colman,25:00.0,28:07.0,59:23.0,31.0,187.0
2013-02-24 05:20:00,Bainbridge,Colman,20:00.0,21:27.0,51:48.0,30.0,87.0
2013-02-24 07:05:00,Bainbridge,Colman,05:00.0,05:00.0,35:16.0,30.0,0.0
2013-02-24 08:45:00,Bainbridge,Colman,45:00.0,49:21.0,20:54.0,31.0,261.0
2013-02-24 09:35:00,Bainbridge,Colman,35:00.0,52:12.0,21:49.0,29.0,1032.0
2013-02-24 10:25:00,Bainbridge,Colman,25:00.0,26:22.0,58:14.0,32.0,82.0
2013-02-24 11:30:00,Bainbridge,Colman,30:00.0,32:01.0,00:10.0,28.0,121.0
2013-02-24 12:20:00,Bainbridge,Colman,20:00.0,22:51.0,54:43.0,32.0,171.0
2013-02-24 13:10:00,Bainbridge,Colman,10:00.0,10:35.0,40:21.0,30.0,35.0
2013-02-24 14:05:00,Bainbridge,Colman,05:00.0,08:05.0,39:27.0,31.0,185.0
2013-02-24 14:55:00,Bainbridge,Colman,55:00.0,59:17.0,31:34.0,32.0,257.0
2013-02-24 15:50:00,Bainbridge,Colman,50:00.0,52:46.0,24:43.0,32.0,166.0
2013-02-24 16:35:00,Bainbridge,Colman,35:00.0,43:30.0,15:18.0,32.0,510.0
2013-02-24 17:30:00,Bainbridge,Colman,30:00.0,30:00.0,01:18.0,31.0,0.0
2013-02-24 18:30:00,Bainbridge,Colman,30:00.0,30:27.0,00:44.0,30.0,27.0
2013-02-24 19:10:00,Bainbridge,Colman,10:00.0,10:00.0,41:27.0,31.0,0.0
2013-02-24 20:10:00,Bainbridge,Colman,10:00.0,10:04.0,42:30.0,32.0,4.0
2013-02-24 20:55:00,Bainbridge,Colman,55:00.0,55:01.0,26:25.0,31.0,1.0
2013-02-24 21:45:00,Bainbridge,Colman,45:00.0,45:00.0,15:59.0,30.0,0.0
2013-02-24 22:30:00,Bainbridge,Colman,30:00.0,30:23.0,02:03.0,32.0,23.0
2013-02-25 00:00:00,Bainbridge,Colman,00:00.0,00:23.0,31:17.0,31.0,23.0
2013-02-25 01:25:00,Bainbridge,Colman,25:00.0,26:30.0,57:10.0,31.0,90.0
2013-02-25 04:45:00,Bainbridge,Colman,45:00.0,44:27.0,14:03.0,30.0,-33.0
2013-02-25 05:20:00,Bainbridge,Colman,20:00.0,20:12.0,49:30.0,29.0,12.0
2013-02-25 06:20:00,Bainbridge,Colman,20:00.0,20:00.0,50:33.0,30.0,0.0
2013-02-25 07:05:00,Bainbridge,Colman,05:00.0,05:00.0,35:43.0,30.0,0.0
2013-02-25 07:55:00,Bainbridge,Colman,55:00.0,55:10.0,25:10.0,30.0,10.0
2013-02-25 08:45:00,Bainbridge,Colman,45:00.0,46:34.0,16:25.0,30.0,94.0
2013-02-25 09:40:00,Bainbridge,Colman,40:00.0,41:14.0,10:49.0,29.0,74.0
2013-02-25 10:25:00,Bainbridge,Colman,25:00.0,28:07.0,57:47.0,29.0,187.0
2013-02-25 11:30:00,Bainbridge,Colman,30:00.0,30:58.0,01:30.0,31.0,58.0
2013-02-25 12:20:00,Bainbridge,Colman,20:00.0,20:00.0,50:37.0,30.0,0.0
2013-02-25 13:10:00,Bainbridge,Colman,10:00.0,11:05.0,41:54.0,30.0,65.0
2013-02-25 14:05:00,Bainbridge,Colman,05:00.0,05:53.0,34:31.0,29.0,53.0
2013-02-25 14:55:00,Bainbridge,Colman,55:00.0,55:00.0,25:18.0,30.0,0.0
2013-02-25 15:50:00,Bainbridge,Colman,50:00.0,50:00.0,20:09.0,30.0,0.0
2013-02-25 16:35:00,Bainbridge,Colman,35:00.0,35:05.0,03:39.0,28.0,5.0
2013-02-25 17:30:00,Bainbridge,Colman,30:00.0,30:50.0,59:05.0,29.0,50.0
2013-02-25 18:30:00,Bainbridge,Colman,30:00.0,30:00.0,00:03.0,30.0,0.0
2013-02-25 19:10:00,Bainbridge,Colman,10:00.0,10:00.0,40:39.0,30.0,0.0
2013-02-25 20:10:00,Bainbridge,Colman,10:00.0,09:44.0,40:49.0,31.0,-16.0
2013-02-25 20:55:00,Bainbridge,Colman,55:00.0,55:00.0,26:55.0,31.0,0.0
2013-02-25 21:45:00,Bainbridge,Colman,45:00.0,46:47.0,22:09.0,36.0,107.0
2013-02-25 22:35:00,Bainbridge,Colman,35:00.0,35:07.0,08:04.0,33.0,7.0
2013-02-26 00:55:00,Bainbridge,Colman,55:00.0,55:57.0,26:56.0,31.0,57.0
2013-02-26 04:45:00,Bainbridge,Colman,45:00.0,45:59.0,18:07.0,33.0,59.0
2013-02-26 05:20:00,Bainbridge,Colman,20:00.0,20:00.0,49:15.0,29.0,0.0
2013-02-26 06:20:00,Bainbridge,Colman,20:00.0,21:28.0,51:37.0,30.0,88.0
2013-02-26 07:05:00,Bainbridge,Colman,05:00.0,05:00.0,35:24.0,30.0,0.0
2013-02-26 07:55:00,Bainbridge,Colman,55:00.0,59:15.0,30:05.0,31.0,255.0
2013-02-26 08:45:00,Bainbridge,Colman,45:00.0,45:28.0,15:37.0,30.0,28.0
2013-02-26 09:40:00,Bainbridge,Colman,40:00.0,40:52.0,12:12.0,32.0,52.0
2013-02-26 10:25:00,Bainbridge,Colman,25:00.0,32:45.0,00:56.0,28.0,465.0
2013-02-26 11:30:00,Bainbridge,Colman,30:00.0,33:06.0,02:54.0,29.0,186.0
2013-02-26 12:20:00,Bainbridge,Colman,20:00.0,20:00.0,50:22.0,30.0,0.0
2013-02-26 13:10:00,Bainbridge,Colman,10:00.0,10:45.0,40:30.0,30.0,45.0
2013-02-26 14:05:00,Bainbridge,Colman,05:00.0,05:00.0,33:59.0,28.0,0.0
2013-02-26 14:55:00,Bainbridge,Colman,55:00.0,55:00.0,25:28.0,30.0,0.0
2013-02-26 15:50:00,Bainbridge,Colman,50:00.0,50:17.0,19:13.0,29.0,17.0
2013-02-26 16:35:00,Bainbridge,Colman,35:00.0,35:09.0,06:25.0,31.0,9.0
2013-02-26 17:30:00,Bainbridge,Colman,30:00.0,32:28.0,02:45.0,30.0,148.0
2013-02-26 18:30:00,Bainbridge,Colman,30:00.0,30:00.0,01:15.0,31.0,0.0
2013-02-26 19:10:00,Bainbridge,Colman,10:00.0,10:42.0,39:29.0,29.0,42.0
2013-02-26 20:10:00,Bainbridge,Colman,10:00.0,10:00.0,41:04.0,31.0,0.0
2013-02-26 20:55:00,Bainbridge,Colman,55:00.0,55:00.0,25:22.0,30.0,0.0
2013-02-26 21:45:00,Bainbridge,Colman,45:00.0,45:59.0,17:53.0,32.0,59.0
2013-02-26 22:35:00,Bainbridge,Colman,35:00.0,35:36.0,06:37.0,31.0,36.0
2013-02-27 00:55:00,Bainbridge,Colman,55:00.0,55:00.0,27:17.0,32.0,0.0
2013-02-27 04:45:00,Bainbridge,Colman,45:00.0,45:47.0,15:52.0,30.0,47.0
2013-02-27 05:20:00,Bainbridge,Colman,20:00.0,19:59.0,49:04.0,30.0,-1.0
2013-02-27 06:20:00,Bainbridge,Colman,20:00.0,20:00.0,50:44.0,30.0,0.0
2013-02-27 07:05:00,Bainbridge,Colman,05:00.0,05:10.0,35:03.0,30.0,10.0
2013-02-27 07:55:00,Bainbridge,Colman,55:00.0,55:00.0,24:41.0,29.0,0.0
2013-02-27 08:45:00,Bainbridge,Colman,45:00.0,52:54.0,23:35.0,31.0,474.0
2013-02-27 09:40:00,Bainbridge,Colman,40:00.0,40:00.0,10:46.0,30.0,0.0
2013-02-27 10:25:00,Bainbridge,Colman,25:00.0,26:49.0,57:06.0,31.0,109.0
2013-02-27 11:30:00,Bainbridge,Colman,30:00.0,36:45.0,07:44.0,31.0,405.0
2013-02-27 12:20:00,Bainbridge,Colman,20:00.0,20:41.0,50:49.0,30.0,41.0
2013-02-27 13:10:00,Bainbridge,Colman,10:00.0,10:13.0,41:16.0,31.0,13.0
2013-02-27 14:05:00,Bainbridge,Colman,05:00.0,05:00.0,35:27.0,30.0,0.0
2013-02-27 14:55:00,Bainbridge,Colman,55:00.0,55:07.0,25:26.0,30.0,7.0
2013-02-27 15:50:00,Bainbridge,Colman,50:00.0,50:00.0,19:56.0,29.0,0.0
2013-02-27 16:35:00,Bainbridge,Colman,35:00.0,35:00.0,05:13.0,30.0,0.0
2013-02-27 17:30:00,Bainbridge,Colman,30:00.0,30:46.0,02:06.0,32.0,46.0
2013-02-27 18:30:00,Bainbridge,Colman,30:00.0,30:00.0,01:21.0,31.0,0.0
2013-02-27 19:10:00,Bainbridge,Colman,10:00.0,10:00.0,40:05.0,30.0,0.0
2013-02-27 20:10:00,Bainbridge,Colman,10:00.0,10:00.0,41:00.0,31.0,0.0
2013-02-27 20:55:00,Bainbridge,Colman,55:00.0,55:00.0,26:14.0,31.0,0.0
2013-02-27 21:45:00,Bainbridge,Colman,45:00.0,45:14.0,16:50.0,31.0,14.0
2013-02-27 22:35:00,Bainbridge,Colman,35:00.0,35:37.0,07:29.0,32.0,37.0
2013-02-28 00:55:00,Bainbridge,Colman,55:00.0,57:17.0,31:28.0,34.0,137.0
2013-02-28 04:45:00,Bainbridge,Colman,45:00.0,45:34.0,17:04.0,32.0,34.0
2013-02-28 05:20:00,Bainbridge,Colman,20:00.0,20:17.0,50:19.0,30.0,17.0
2013-02-28 06:20:00,Bainbridge,Colman,20:00.0,20:00.0,50:46.0,30.0,0.0
2013-02-28 07:05:00,Bainbridge,Colman,05:00.0,05:00.0,37:01.0,32.0,0.0
2013-02-28 07:55:00,Bainbridge,Colman,55:00.0,59:37.0,29:42.0,30.0,277.0
2013-02-28 08:45:00,Bainbridge,Colman,45:00.0,45:28.0,17:45.0,32.0,28.0
2013-02-28 09:40:00,Bainbridge,Colman,40:00.0,41:04.0,11:05.0,30.0,64.0
